id,question,category,file_name,file_page
606,هل يجوز تمديد مدة التدريب في الخارج؟,تدريب,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,40
607,هل يجوز للمتدرب تغيير جهة التدريب؟,تدريب,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,40
608,متى يجوز إنهاء تدريب الموظف في الخارج؟,تدريب,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,40
609,من يشرف على الموظفين المتدربين في الخارج؟,تدريب,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,40
610,ما هي المؤهلات التي يجوز الابتعاث للحصول عليها؟,ابتعاث,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,41
611,ما هي شروط الابتعاث للدراسة خارج المملكة؟,ابتعاث,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,41
612,هل يجوز للمبتعث تغيير تخصصه؟,ابتعاث,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,41
613,هل يجوز للمبتعث تحويل دراسته من دولة لأخرى؟,ابتعاث,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,41
614,متى يجوز إنهاء بعثة المبتعث؟,ابتعاث,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,42
615,متى يجب على المبتعث مباشرة عمله بعد انتهاء الدراسة؟,ابتعاث,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,42
616,ما هي التزامات المبتعث بعد انتهاء البعثة؟,ابتعاث,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,42
617,ما هي شروط الإيفاد للدراسة داخل المملكة؟,إيفاد,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,43
618,هل يجوز تمديد مدة الإيفاد للدراسة؟,إيفاد,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,43
619,هل يجوز للموفد تغيير تخصصه؟,إيفاد,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,43
620,هل يجوز للموفد الانتقال من جهة تعليمية لأخرى؟,إيفاد,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,43
621,متى يجوز السماح للموفد بالاستمرار للحصول على مؤهل أعلى؟,إيفاد,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,43
622,ما هو برنامج تأهيل المتميزين؟,تأهيل,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,45
623,كم مدة برنامج تأهيل المتميزين؟,تأهيل,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,45
624,كيف يتم اختيار المشمولين ببرنامج تأهيل المتميزين؟,تأهيل,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,45
625,ما هي الواجبات الوظيفية للموظف؟,واجبات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,47
626,ما هي المحظورات على الموظف؟,واجبات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,47
627,ما هي مدونة السلوك الوظيفي؟,واجبات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,47
628,كيف يتم التعامل مع المعلومات السرية في العمل؟,واجبات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,47
629,ما هي التزامات الموظف تجاه مرؤوسيه؟,واجبات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,47
630,ما هي عقوبات إساءة استعمال السلطة الوظيفية؟,واجبات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,47
631,ما هي أسباب إنهاء خدمة الموظف؟,إنهاء خدمة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,50
632,ما هي الاستقالة وكيف تقدم؟,استقالة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,50
633,كم مدة البت في طلب الاستقالة؟,استقالة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,50
634,هل يجوز إرجاء قبول الاستقالة؟,استقالة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,50
635,هل تقبل استقالة الموظف وهو مكفوف اليد؟,استقالة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,50
636,هل يجوز الرجوع في الاستقالة بعد تقديمها؟,استقالة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,51
637,كم سنة خدمة مطلوبة للتقاعد المبكر؟,تقاعد,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,52
638,ماذا يحدث إذا بلغ الموظف سن التقاعد أثناء الإيقاف؟,تقاعد,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,52
639,ماذا يحدث إذا استمر الموظف في العمل بعد سن التقاعد بدون سبب؟,تقاعد,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,52
640,كيف يتم إنهاء خدمة الموظضف إذا سحبت منه الجنسية؟,إنهاء خدمة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,52
641,متى تنتهي خدمة الموظف للعجز الصحي؟,إنهاء خدمة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,52
642,هل يجوز عودة الموظف الذي انتهت خدمته لأسباب صحية؟,إنهاء خدمة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,52
643,ما هي حالات إنهاء الخدمة للانقطاع عن العمل؟,إنهاء خدمة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,53
644,ما هي حالات الفصل بقوة النظام؟,إنهاء خدمة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,53
645,ماذا يحدث إذا صدر على الموظف حكم بعقوبة لا توجب الفصل؟,إنهاء خدمة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,53
646,هل يجوز فصل الموظف بأمر ملكي للمصلحة العامة؟,إنهاء خدمة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,53
647,ماذا يحدث إذا تم تعيين موظف قبل إكمال مدة الحظر؟,تعيين,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,53
648,ما هي حالات إنهاء الخدمة لضعف الأداء؟,إنهاء خدمة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,54
649,كيف يتم إنهاء خدمة الموظضف بوفاته؟,إنهاء خدمة,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,54
650,ما هي صلاحيات نائب الوزير المختص؟,تفويض,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,56
651,كيف يتم تفويض الصلاحيات للموظفين؟,تفويض,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,56
652,هل يجوز للمفوض له أن يفوض غيره؟,تفويض,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,56
653,هل التفويض يعفي المُفوِّض من المسؤولية؟,تفويض,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,56
654,ما هي الحالات التي ينتهي بها التفويض؟,تفويض,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,56
655,كيف تصرف مستحقات الموظف المبتعث للتدريب في الخارج؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,58
656,متى تصرف مخصصات المبتعث كطالب مبتعث للدراسة؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,58
657,كيف تعامل منحة التدريب للموظف المبتعث؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,58
658,هل تؤمن تذاكر سفر للمتدرب في الخارج؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,58
659,من يتحمل رسوم التدريب وعلاج المبتعثين؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,58
660,متى يبدأ صرف استحقاقات المبتعث للتدريب؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,58
661,ما هي مكافأة الموفد للتدريب في الداخل؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,58
662,هل يصرف بدل تنقلات للملتحق بدورة تدريبية داخلية؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,58
663,كيف تعامل سفر المتدرب خارج مقر الدورة؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,58
664,هل يصرف بدل ترحيل للموفد للتدريب لأكثر من 90 يوم؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,58
665,ما هي مكافأة المتفوق في دورات التدريب؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,59
666,ما هي مستحقات الموفد للدراسة في الداخل؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,59
667,هل يصرف بدل ترحيل للموفد للدراسة في مكان بعيد؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,59
668,ما هي مستحقات المبتعث للدراسة في الخارج؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,59
669,كيف تعامل منحة الدراسة للموظف؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,59
670,هل تؤمن تذاكر سفر للمبتعث للدراسة في الخارج؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,59
671,متى يبدأ صرف استحقاقات المبتعث للدراسة؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,59
672,هل تتأثر مخصصات المبتعث بالجوائز التي يحصل عليها؟,مستحقات,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,59
673,كيف يتم التأمين على الموظف المنتدب خارج المملكة؟,تأمين,hrsd - اللائحة التنفيذية للموارد البشرية في الخدمة المدنية.pdf,59
674,كيف أدخل إلى بوابة الخدمة الذاتية؟,بوابة,Priority_Source_2_User Manual HPA-Complete.pdf,10
675,ماذا أفعل إذا نسيت كلمة المرور؟,بوابة,Priority_Source_2_User Manual HPA-Complete.pdf,10
676,ما هي القوائم الرئيسية في النظام؟,بوابة,Priority_Source_2_User Manual HPA-Complete.pdf,11
677,كيف أبحث عن شاشة معينة في النظام؟,بوابة,Priority_Source_2_User Manual HPA-Complete.pdf,11
678,ما هي شاشة الأخبار وماذا تحتوي؟,أخبار,Priority_Source_2_User Manual HPA-Complete.pdf,15
679,كيف أعرض المزيد من التفاصيل عن خبر معين؟,أخبار,Priority_Source_2_User Manual HPA-Complete.pdf,15
680,كيف يتم عرض طلبات الموظفين في صندوق الوارد؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,16
681,هل يمكن اعتماد أكثر من طلب في نفس الوقت؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,16
682,ماذا يحدث إذا اخترت رفض طلب من صندوق الوارد؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,16
683,كيف أشاهد تفاصيل الطلب في صندوق الوارد؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,17
684,ما هي المعلومات التي تظهر في شاشة طلباتي؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,19
685,كيف أستعرض تفاصيل طلب سابق؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,23
686,ما هي المعلومات التي تظهر عند استعراض طلب إجازة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,23
687,كيف أشارك في استطلاع رأي معين؟,استطلاعات,Priority_Source_2_User Manual HPA-Complete.pdf,26
688,ما هي حالات عرض نتائج الاستطلاع للمستخدم؟,استطلاعات,Priority_Source_2_User Manual HPA-Complete.pdf,26
689,كيف أقدم شكوى أو اقتراح في النظام؟,شكاوى,Priority_Source_2_User Manual HPA-Complete.pdf,27
690,كيف أتابع حالة الشكوى التي قدمتها؟,شكاوى,Priority_Source_2_User Manual HPA-Complete.pdf,27
691,ما هي صلاحيات الموظف المسؤول في إدارة الشكاوى؟,شكاوى,Priority_Source_2_User Manual HPA-Complete.pdf,29
692,ما هي الإجراءات التي يمكن اتخاذها على شكوى معينة؟,شكاوى,Priority_Source_2_User Manual HPA-Complete.pdf,30
693,ما الفرق بين رفض الشكوى وإغلاقها؟,شكاوى,Priority_Source_2_User Manual HPA-Complete.pdf,30
694,ماذا يعني "إحالة للمختص" في الشكاوى؟,شكاوى,Priority_Source_2_User Manual HPA-Complete.pdf,31
695,كيف يعرض النظام سجل الشكوى أو الاقتراح؟,شكاوى,Priority_Source_2_User Manual HPA-Complete.pdf,31
696,ما هي صلاحيات الموظف المختص في الشكاوى؟,شكاوى,Priority_Source_2_User Manual HPA-Complete.pdf,32
697,كيف أضيف مرافق جديد في النظام؟,مرافقين,Priority_Source_2_User Manual HPA-Complete.pdf,34
698,ما هي البيانات المطلوبة لإضافة مرافق؟,مرافقين,Priority_Source_2_User Manual HPA-Complete.pdf,35
699,كيف أحدد جنسية المرافق؟,مرافقين,Priority_Source_2_User Manual HPA-Complete.pdf,35
700,ما هي حالة الإقامة للمرافق وكيف أحددها؟,مرافقين,Priority_Source_2_User Manual HPA-Complete.pdf,36
701,كيف أضيف وثيقة شخصية جديدة؟,وثائق,Priority_Source_2_User Manual HPA-Complete.pdf,38
702,ما هي البيانات المطلوبة لإضافة وثيقة شخصية؟,وثائق,Priority_Source_2_User Manual HPA-Complete.pdf,39
703,كيف أرفق مستندات إلكترونية مع الطلب؟,مرفقات,Priority_Source_2_User Manual HPA-Complete.pdf,40
704,كيف أعدل على البيانات الشخصية للموظف؟,بيانات شخصية,Priority_Source_2_User Manual HPA-Complete.pdf,41
705,ما هي البيانات الشخصية التي يمكن تعديلها؟,بيانات شخصية,Priority_Source_2_User Manual HPA-Complete.pdf,42
706,كيف أضيف عنوان البريد الإلكتروني؟,بيانات شخصية,Priority_Source_2_User Manual HPA-Complete.pdf,44
707,كيف أضيف رقم جوال في البيانات الشخصية؟,بيانات شخصية,Priority_Source_2_User Manual HPA-Complete.pdf,44
708,كيف أضيف مؤهل علمي جديد؟,مؤهلات,Priority_Source_2_User Manual HPA-Complete.pdf,46
709,ما الفرق بين المؤهل العلمي والشهادة المهنية؟,مؤهلات,Priority_Source_2_User Manual HPA-Complete.pdf,47
710,كيف أحدد التخصص الرئيسي والفرعي للمؤهل؟,مؤهلات,Priority_Source_2_User Manual HPA-Complete.pdf,48
711,كيف أحدد التقدير في المؤهل العلمي؟,مؤهلات,Priority_Source_2_User Manual HPA-Complete.pdf,48
712,ماذا يعني مصدر المؤهل العلمي؟,مؤهلات,Priority_Source_2_User Manual HPA-Complete.pdf,47
713,كيف أعرض الوثيقة المرتبطة بالمؤهل؟,مؤهلات,Priority_Source_2_User Manual HPA-Complete.pdf,48
714,كيف أضيف خبرة سابقة للموظف؟,خبرات,Priority_Source_2_User Manual HPA-Complete.pdf,51
715,ما هي أنواع جهات الخبرة السابقة؟,خبرات,Priority_Source_2_User Manual HPA-Complete.pdf,52
716,كيف أحدد نسبة ملاءمة الخبرة مع الوظيفة الحالية؟,خبرات,Priority_Source_2_User Manual HPA-Complete.pdf,52
717,ما معنى "تمت تصفية الخدمات السابقة"؟,خبرات,Priority_Source_2_User Manual HPA-Complete.pdf,52
718,كيف أرفق وثائق تثبت الخبرة السابقة؟,خبرات,Priority_Source_2_User Manual HPA-Complete.pdf,52
719,كيف أضيف دورة تدريبية للموظف؟,دورات,Priority_Source_2_User Manual HPA-Complete.pdf,55
720,كيف أحدد مكان الحصول على الدورة التدريبية؟,دورات,Priority_Source_2_User Manual HPA-Complete.pdf,56
721,كيف أحدد علاقة الدورة بالعمل؟,دورات,Priority_Source_2_User Manual HPA-Complete.pdf,56
722,كيف أحدد التقدير في الدورة التدريبية؟,دورات,Priority_Source_2_User Manual HPA-Complete.pdf,56
723,كيف أحدد إذا كانت الدورة عن بعد؟,دورات,Priority_Source_2_User Manual HPA-Complete.pdf,56
724,كيف أسجل طلب خطاب تعريف؟,خطابات,Priority_Source_2_User Manual HPA-Complete.pdf,59
725,ما الفرق بين الخطاب الداخلي والخارجي؟,خطابات,Priority_Source_2_User Manual HPA-Complete.pdf,59
726,كيف أحدد نموذج الطباعة للخطاب؟,خطابات,Priority_Source_2_User Manual HPA-Complete.pdf,60
727,هل ينتقل طلب خطاب التعريف مباشرة لشؤون الموظفين؟,خطابات,Priority_Source_2_User Manual HPA-Complete.pdf,61
728,كيف أسجل طلب شهادة خبرة؟,خطابات,Priority_Source_2_User Manual HPA-Complete.pdf,62
729,ما هي البيانات المطلوبة لشهادة الخبرة؟,خطابات,Priority_Source_2_User Manual HPA-Complete.pdf,62
730,كيف أطبع خطاب تعريف بدون راتب؟,خطابات,Priority_Source_2_User Manual HPA-Complete.pdf,65
731,ما الفرق بين خطاب التعريف كقيم افتراضية أو نموذج جاهز؟,خطابات,Priority_Source_2_User Manual HPA-Complete.pdf,65
732,كيف أطبع خطاب تعريف بالراتب والبدلات؟,خطابات,Priority_Source_2_User Manual HPA-Complete.pdf,69
733,ما هي المعلومات التي تظهر في خطاب التعريف بالراتب؟,خطابات,Priority_Source_2_User Manual HPA-Complete.pdf,69
734,كيف أعتمد طلبات الموظفين التابعين لي؟,اعتماد,Priority_Source_2_User Manual HPA-Complete.pdf,73
735,كيف يمكن تصفية الطلبات حسب حالتها؟,اعتماد,Priority_Source_2_User Manual HPA-Complete.pdf,73
736,ما هي الطلبات المرفوضة من شؤون الموظفين؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,75
737,كيف أستعرض الطلبات المرفوضة من شؤون الموظفين؟,طلبات,Priority_Source_2_User Manual HPA-Complete.pdf,75
738,ما هي الطلبات المتأخرة في الاعتماد؟,اعتماد,Priority_Source_2_User Manual HPA-Complete.pdf,77
739,كيف يتم اعتماد الطلبات المتأخرة؟,اعتماد,Priority_Source_2_User Manual HPA-Complete.pdf,77
740,كيف أسجل تقييم أداء للموظفين التابعين لي؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,79
741,هل يمكنني تسجيل تقييم أداء لنفسي؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,80
742,ما هي المعلومات التي تظهر عند اختيار موظف للتقييم؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,80
743,كيف أضيف مرفقات إلكترونية في تقييم الأداء؟,تقييم,Priority_Source_2_User Manual HPA-Complete.pdf,82
744,كيف أسجل طلب ابتعاث داخلي؟,ابتعاث,Priority_Source_2_User Manual HPA-Complete.pdf,83
745,ما هي البيانات المطلوبة لطلب ابتعاث داخلي؟,ابتعاث,Priority_Source_2_User Manual HPA-Complete.pdf,84
746,كيف أحدد جهة الابتعاث الداخلي؟,ابتعاث,Priority_Source_2_User Manual HPA-Complete.pdf,85
747,كيف أسجل طلب ابتعاث خارجي؟,ابتعاث,Priority_Source_2_User Manual HPA-Complete.pdf,87
748,ما الفرق بين الابتعاث الداخلي والخارجي في التسجيل؟,ابتعاث,Priority_Source_2_User Manual HPA-Complete.pdf,87
749,كيف أحدد الدولة والمدينة في الابتعاث الخارجي؟,ابتعاث,Priority_Source_2_User Manual HPA-Complete.pdf,88
750,كيف أحدد اسم المؤهل والتخصص في الابتعاث؟,ابتعاث,Priority_Source_2_User Manual HPA-Complete.pdf,88
751,كيف أسجل طلب مباشرة ابتعاث داخلي؟,ابتعاث,Priority_Source_2_User Manual HPA-Complete.pdf,90
752,كيف أسجل طلب مباشرة ابتعاث خارجي؟,ابتعاث,Priority_Source_2_User Manual HPA-Complete.pdf,94
753,كيف أسجل طلب الإفادة عن دورة تدريبية داخلية؟,تدريب,Priority_Source_2_User Manual HPA-Complete.pdf,98
754,ما هي البيانات المطلوبة لطلب الإفادة عن دورة تدريبية؟,تدريب,Priority_Source_2_User Manual HPA-Complete.pdf,99
755,كيف أحدد المدة الفعلية للدورة في طلب الإفادة؟,تدريب,Priority_Source_2_User Manual HPA-Complete.pdf,99
756,كيف أسجل طلب الإفادة عن الانتداب الداخلي؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,102
757,ما هي البيانات المطلوبة لطلب الإفادة عن الانتداب؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,103
758,كيف أحدد المدة المستقطعة من رصيد الانتداب؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,103
759,كيف أسجل طلب الإفادة عن الانتداب الخارجي؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,105
760,ما الفرق بين الإفادة عن الانتداب الداخلي والخارجي؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,105
761,كيف أسجل طلب انتداب داخلي؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,108
762,ما هي البيانات المطلوبة لطلب انتداب داخلي؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,109
763,كيف أحدد الموظف المكلف بأعمالي أثناء الانتداب؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,110
764,كيف أحدد المدن المنتدب إليها؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,110
765,كيف أحدد وسيلة السفر في الانتداب؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,113
766,كيف أسجل طلب انتداب خارجي؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,112
767,ما هي البيانات المطلوبة لطلب انتداب خارجي؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,113
768,كيف أحسب رصيد الموظف الباقي من الانتداب؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,113
769,كيف أضيف مرافقين في طلب الانتداب؟,انتداب,Priority_Source_2_User Manual HPA-Complete.pdf,115
770,كيف أسجل طلب إفادة عن تكليف خارج الدوام؟,تكليف,Priority_Source_2_User Manual HPA-Complete.pdf,117
771,كيف أبحث عن قرار التكليف الأصلي؟,تكليف,Priority_Source_2_User Manual HPA-Complete.pdf,117
772,كيف تحسب مدة الإفادة في تكليف خارج الدوام؟,تكليف,Priority_Source_2_User Manual HPA-Complete.pdf,118
773,كيف أسجل تكليف للتابعين بالعمل خارج الدوام؟,تكليف,Priority_Source_2_User Manual HPA-Complete.pdf,121
774,ما هي البيانات المطلوبة لتسجيل تكليف لتابع؟,تكليف,Priority_Source_2_User Manual HPA-Complete.pdf,122
775,كيف أحدد نوع أيام التكليف (عادية/عطل)؟,تكليف,Priority_Source_2_User Manual HPA-Complete.pdf,122
776,كيف أسجل طلب نقل عهدة؟,عهد,Priority_Source_2_User Manual HPA-Complete.pdf,126
777,ما هي البيانات المطلوبة لنقل عهدة؟,عهد,Priority_Source_2_User Manual HPA-Complete.pdf,127
778,كيف أختار نوع صاحب العهدة المنقول منه؟,عهد,Priority_Source_2_User Manual HPA-Complete.pdf,127
779,كيف أبحث عن الموظف المنقول له العهدة؟,عهد,Priority_Source_2_User Manual HPA-Complete.pdf,127
780,كيف أختار العهد المطلوب نقلها؟,عهد,Priority_Source_2_User Manual HPA-Complete.pdf,128
781,كيف أقبل أو أرفض عهدة محولة لي؟,عهد,Priority_Source_2_User Manual HPA-Complete.pdf,129
782,ماذا يحدث إذا لم أتصرف في العهدة المحولة خلال 7 أيام؟,عهد,Priority_Source_2_User Manual HPA-Complete.pdf,130
783,كيف أسجل طلب أمر إركاب؟,إركاب,Priority_Source_2_User Manual HPA-Complete.pdf,131
784,ما هي البيانات المطلوبة لأمر الإركاب؟,إركاب,Priority_Source_2_User Manual HPA-Complete.pdf,132
785,كيف أختار المرافقين في أمر الإركاب؟,إركاب,Priority_Source_2_User Manual HPA-Complete.pdf,132
786,كيف أضيف شركات النقل في أمر الإركاب؟,إركاب,Priority_Source_2_User Manual HPA-Complete.pdf,132
787,كيف أسجل طلب تعويض تذاكر سفر؟,نفقات,Priority_Source_2_User Manual HPA-Complete.pdf,140
788,ما هي البيانات المطلوبة لتعويض تذاكر السفر؟,نفقات,Priority_Source_2_User Manual HPA-Complete.pdf,141
789,كيف أضيف معلومات المرافقين في طلب التعويض؟,نفقات,Priority_Source_2_User Manual HPA-Complete.pdf,141
790,كيف أسجل طلب تعويض عن غياب بعذر؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,143
791,ما هي البيانات المطلوبة لتعويض الغياب بعذر؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,144
792,كيف أحدد الموظف المكلف بأعمالي في طلب الإجازة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,144
793,كيف أسجل طلب إجازة أمومة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,147
794,ما هي البيانات المطلوبة لإجازة الأمومة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,148
795,كيف أحدد التاريخ المتوقع للولادة في إجازة الأمومة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,148
796,كيف أسجل طلب إجازة عادية للمتعاقدين؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,150
797,ما الفرق بين إجازة الموظفين والمتعاقدين؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,150
798,كيف أسجل طلب إجازة استثنائية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,153
799,ما هي البيانات المطلوبة للإجازة الاستثنائية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,154
800,كيف أسجل طلب إجازة اضطرارية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,156
801,ما هي البيانات المطلوبة للإجازة الاضطرارية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,157
802,كيف أسجل طلب إجازة مرضية بسبب خارج العمل؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,159
803,ما هي البيانات المطلوبة للإجازة المرضية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,160
804,كيف أسجل طلب إجازة مرضية بسبب إصابة عمل؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,163
805,ما الفرق بين الإجازة المرضية العادية وإصابة العمل؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,163
806,كيف أسجل طلب إجازة دراسية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,167
807,ما هي البيانات المطلوبة للإجازة الدراسية؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,168
808,كيف أسجل طلب إجازة وضع؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,170
809,ما هي البيانات المطلوبة لإجازة الوضع؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,171
810,كيف أسجل طلب إجازة امتحان؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,173
811,ما هي البيانات المطلوبة لإجازة الامتحان؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,174
812,كيف أسجل طلب إجازة عدة وفاة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,176
813,ما هي البيانات المطلوبة لإجازة عدة الوفاة؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,177
814,كيف أسجل طلب إجازة مرافقة مريض؟,إجازات,Priority_Source_2_User Manual HPA-Complete.pdf,179
